,Region,ITEM_CODE,Period,Value,Category
3879,NW,PROD_008,2019 W04,11,Product
3880,NW,ESP_001,2019 W04,10,Warranty
3881,NW,ESP_002,2019 W04,4,Warranty
3882,NW,ESP_003,2019 W04,5,Warranty
3883,NW,ESP_004,2019 W04,5,Warranty
3884,NW,ESP_005,2019 W04,5,Warranty
3885,NW,ESP_006,2019 W04,7,Warranty
3886,NW,ESP_007,2019 W04,1,Warranty
3887,NW,ESP_008,2019 W04,2,Warranty
3888,NW,PROD_001,2019 W40,19,Warranty
3889,NW,PROD_002,2019 W40,23,Warranty
3890,NW,PROD_003,2019 W40,35,Warranty
3891,NW,PROD_004,2019 W40,42,Warranty
3892,NW,PROD_005,2019 W40,21,Warranty
3893,NW,PROD_006,2019 W40,19,Warranty
3894,NW,PROD_007,2019 W40,8,Warranty
3895,NW,PROD_008,2019 W40,15,Warranty
3896,NW,ESP_001,2019 W40,2,Warranty
3897,NW,ESP_002,2019 W40,1,Warranty
3898,NW,ESP_003,2019 W40,3,Warranty
3899,NW,ESP_004,2019 W40,4,Warranty
3900,NW,ESP_005,2019 W40,2,Warranty
3901,NW,ESP_006,2019 W40,4,Warranty
3902,NW,ESP_007,2019 W40,1,Warranty
3903,NW,ESP_008,2019 W40,1,Warranty
3904,NW,PROD_001,2019 W41,33,Warranty
3905,NW,PROD_002,2019 W41,28,Warranty
3906,NW,PROD_003,2019 W41,30,Warranty
3907,NW,PROD_004,2019 W41,28,Warranty
3908,NW,PROD_005,2019 W41,19,Warranty
3909,NW,PROD_006,2019 W41,20,Warranty
3910,NW,PROD_007,2019 W41,15,Warranty
3911,NW,PROD_008,2019 W41,14,Warranty
3912,NW,ESP_001,2019 W41,3,Warranty
3913,NW,ESP_002,2019 W41,1,Warranty
3914,NW,ESP_003,2019 W41,2,Warranty
3915,NW,ESP_004,2019 W41,2,Warranty
3916,NW,ESP_005,2019 W41,2,Warranty
3917,NW,ESP_006,2019 W41,4,Warranty
3918,NW,ESP_007,2019 W41,1,Warranty
3919,NW,ESP_008,2019 W41,1,Warranty
3920,NW,PROD_001,2019 W42,33,Product
3921,NW,PROD_002,2019 W42,34,Product
3922,NW,PROD_003,2019 W42,24,Product
3923,NW,PROD_004,2019 W42,29,Product
3924,NW,PROD_005,2019 W42,20,Product
3925,NW,PROD_006,2019 W42,19,Product
3926,NW,PROD_007,2019 W42,17,Product
3927,NW,PROD_008,2019 W42,10,Product
3928,NW,ESP_001,2019 W42,2,Product
3929,NW,ESP_002,2019 W42,1,Product
3930,NW,ESP_003,2019 W42,2,Product
3931,NW,ESP_004,2019 W42,2,Product
3932,NW,ESP_005,2019 W42,2,Product
3933,NW,ESP_006,2019 W42,4,Product
3934,NW,ESP_007,2019 W42,1,Product
3935,NW,ESP_008,2019 W42,1,Product
3936,NW,PROD_001,2019 W43,45,Product
3937,NW,PROD_002,2019 W43,27,Product
3938,NW,PROD_003,2019 W43,31,Product
3939,NW,PROD_004,2019 W43,32,Product
3940,NW,PROD_005,2019 W43,15,Product
3941,NW,PROD_006,2019 W43,14,Product
3942,NW,PROD_007,2019 W43,13,Product
3943,NW,PROD_008,2019 W43,17,Product
3944,NW,ESP_001,2019 W43,3,Product
3945,NW,ESP_002,2019 W43,0,Product
3946,NW,ESP_003,2019 W43,2,Product
3947,NW,ESP_004,2019 W43,2,Product
3948,NW,ESP_005,2019 W43,1,Product
3949,NW,ESP_006,2019 W43,3,Product
3950,NW,ESP_007,2019 W43,1,Product
3951,NW,ESP_008,2019 W43,1,Product
3952,NW,PROD_001,2019 W44,29,Product
3953,NW,PROD_002,2019 W44,39,Product
3954,NW,PROD_003,2019 W44,31,Product
3955,NW,PROD_004,2019 W44,25,Product
3956,NW,PROD_005,2019 W44,17,Product
3957,NW,PROD_006,2019 W44,18,Product
3958,NW,PROD_007,2019 W44,10,Product
3959,NW,PROD_008,2019 W44,21,Product
3960,NW,ESP_001,2019 W44,1,Warranty
3961,NW,ESP_002,2019 W44,0,Warranty
3962,NW,ESP_003,2019 W44,1,Warranty
3963,NW,ESP_004,2019 W44,1,Warranty
3964,NW,ESP_005,2019 W44,1,Warranty
3965,NW,ESP_006,2019 W44,3,Warranty
3966,NW,ESP_007,2019 W44,0,Warranty
3967,NW,ESP_008,2019 W44,1,Warranty
3968,NW,PROD_001,2019 W45,28,Warranty
3969,NW,PROD_002,2019 W45,36,Warranty
3970,NW,PROD_003,2019 W45,31,Warranty
3971,NW,PROD_004,2019 W45,31,Warranty
3972,NW,PROD_005,2019 W45,11,Warranty
3973,NW,PROD_006,2019 W45,13,Warranty
3974,NW,PROD_007,2019 W45,20,Warranty
3975,NW,PROD_008,2019 W45,14,Warranty
3976,NW,ESP_001,2019 W45,1,Warranty
3977,NW,ESP_002,2019 W45,0,Warranty
3978,NW,ESP_003,2019 W45,1,Warranty
3979,NW,ESP_004,2019 W45,1,Warranty
3980,NW,ESP_005,2019 W45,1,Warranty
3981,NW,ESP_006,2019 W45,2,Warranty
3982,NW,ESP_007,2019 W45,0,Warranty
3983,NW,ESP_008,2019 W45,1,Warranty
3984,NW,PROD_001,2019 W46,27,Warranty
3985,NW,PROD_002,2019 W46,39,Warranty
3986,NW,PROD_003,2019 W46,20,Warranty
3987,NW,PROD_004,2019 W46,21,Warranty
3988,NW,PROD_005,2019 W46,12,Warranty
3989,NW,PROD_006,2019 W46,17,Warranty
3990,NW,PROD_007,2019 W46,19,Warranty
3991,NW,PROD_008,2019 W46,25,Warranty
3992,NW,ESP_001,2019 W46,1,Warranty
3993,NW,ESP_002,2019 W46,0,Warranty
3994,NW,ESP_003,2019 W46,1,Warranty
3995,NW,ESP_004,2019 W46,0,Warranty
3996,NW,ESP_005,2019 W46,0,Warranty
3997,NW,ESP_006,2019 W46,3,Warranty
3998,NW,ESP_007,2019 W46,0,Warranty
3999,NW,ESP_008,2019 W46,1,Warranty
4000,NW,PROD_001,2019 W47,32,Product
4001,NW,PROD_002,2019 W47,35,Product
4002,NW,PROD_003,2019 W47,33,Product
4003,NW,PROD_004,2019 W47,35,Product
4004,NW,PROD_005,2019 W47,18,Product
4005,NW,PROD_006,2019 W47,15,Product
4006,NW,PROD_007,2019 W47,15,Product
4007,NW,PROD_008,2019 W47,20,Product
4008,NW,ESP_001,2019 W47,0,Product
4009,NW,ESP_002,2019 W47,0,Product
4010,NW,ESP_003,2019 W47,1,Product
4011,NW,ESP_004,2019 W47,0,Product
4012,NW,ESP_005,2019 W47,0,Product
4013,NW,ESP_006,2019 W47,2,Product
4014,NW,ESP_007,2019 W47,0,Product
4015,NW,ESP_008,2019 W47,1,Product
4016,NW,PROD_001,2019 W48,33,Product
4017,NW,PROD_002,2019 W48,22,Product
4018,NW,PROD_003,2019 W48,27,Product
4019,NW,PROD_004,2019 W48,23,Product
4020,NW,PROD_005,2019 W48,23,Product
4021,NW,PROD_006,2019 W48,11,Product
4022,NW,PROD_007,2019 W48,18,Product
4023,NW,PROD_008,2019 W48,12,Product
4024,NW,ESP_001,2019 W48,0,Product
4025,NW,ESP_002,2019 W48,0,Product
4026,NW,ESP_003,2019 W48,0,Product
4027,NW,ESP_004,2019 W48,0,Product
4028,NW,ESP_005,2019 W48,0,Product
4029,NW,ESP_006,2019 W48,2,Product
4030,NW,ESP_007,2019 W48,0,Product
4031,NW,ESP_008,2019 W48,0,Product
4032,NW,PROD_001,2019 W49,27,Product
4033,NW,PROD_002,2019 W49,35,Product
4034,NW,PROD_003,2019 W49,24,Product
4035,NW,PROD_004,2019 W49,33,Product
4036,NW,PROD_005,2019 W49,22,Product
4037,NW,PROD_006,2019 W49,13,Product
4038,NW,PROD_007,2019 W49,22,Product
4039,NW,PROD_008,2019 W49,21,Product
4040,NW,ESP_001,2019 W49,0,Warranty
4041,NW,ESP_002,2019 W49,0,Warranty
4042,NW,ESP_003,2019 W49,0,Warranty
4043,NW,ESP_004,2019 W49,0,Warranty
4044,NW,ESP_005,2019 W49,0,Warranty
4045,NW,ESP_006,2019 W49,2,Warranty
4046,NW,ESP_007,2019 W49,0,Warranty
4047,NW,ESP_008,2019 W49,0,Warranty
4048,NW,PROD_001,2019 W05,28,Warranty
4049,NW,PROD_002,2019 W05,35,Warranty
4050,NW,PROD_003,2019 W05,36,Warranty
4051,NW,PROD_004,2019 W05,42,Warranty
4052,NW,PROD_005,2019 W05,21,Warranty
4053,NW,PROD_006,2019 W05,19,Warranty
4054,NW,PROD_007,2019 W05,20,Warranty
4055,NW,PROD_008,2019 W05,11,Warranty
4056,NW,ESP_001,2019 W05,5,Warranty
4057,NW,ESP_002,2019 W05,3,Warranty
4058,NW,ESP_003,2019 W05,5,Warranty
4059,NW,ESP_004,2019 W05,5,Warranty
4060,NW,ESP_005,2019 W05,3,Warranty
4061,NW,ESP_006,2019 W05,5,Warranty
4062,NW,ESP_007,2019 W05,3,Warranty
4063,NW,ESP_008,2019 W05,2,Warranty
4064,NW,PROD_001,2019 W50,29,Warranty
4065,NW,PROD_002,2019 W50,16,Warranty
4066,NW,PROD_003,2019 W50,30,Warranty
4067,NW,PROD_004,2019 W50,28,Warranty
4068,NW,PROD_005,2019 W50,19,Warranty
4069,NW,PROD_006,2019 W50,18,Warranty
4070,NW,PROD_007,2019 W50,26,Warranty
4071,NW,PROD_008,2019 W50,25,Warranty
4072,NW,ESP_001,2019 W50,0,Warranty
4073,NW,ESP_002,2019 W50,0,Warranty
4074,NW,ESP_003,2019 W50,0,Warranty
4075,NW,ESP_004,2019 W50,0,Warranty
4076,NW,ESP_005,2019 W50,0,Warranty
4077,NW,ESP_006,2019 W50,2,Warranty
4078,NW,ESP_007,2019 W50,0,Warranty
4079,NW,ESP_008,2019 W50,0,Warranty
4080,NW,PROD_001,2019 W51,16,Product
4081,NW,PROD_002,2019 W51,23,Product
4082,NW,PROD_003,2019 W51,18,Product
4083,NW,PROD_004,2019 W51,27,Product
4084,NW,PROD_005,2019 W51,31,Product
4085,NW,PROD_006,2019 W51,20,Product
4086,NW,PROD_007,2019 W51,18,Product
4087,NW,PROD_008,2019 W51,23,Product
4088,NW,ESP_001,2019 W51,0,Product
4089,NW,ESP_002,2019 W51,0,Product
4090,NW,ESP_003,2019 W51,0,Product
4091,NW,ESP_004,2019 W51,0,Product
4092,NW,ESP_005,2019 W51,0,Product
4093,NW,ESP_006,2019 W51,2,Product
4094,NW,ESP_007,2019 W51,0,Product
4095,NW,ESP_008,2019 W51,0,Product
4096,NW,PROD_001,2019 W06,31,Product
4097,NW,PROD_002,2019 W06,37,Product
4098,NW,PROD_003,2019 W06,36,Product
4099,NW,PROD_004,2019 W06,38,Product
4100,NW,PROD_005,2019 W06,16,Product
4101,NW,PROD_006,2019 W06,27,Product
4102,NW,PROD_007,2019 W06,18,Product
4103,NW,PROD_008,2019 W06,15,Product
4104,NW,ESP_001,2019 W06,4,Product
4105,NW,ESP_002,2019 W06,3,Product
4106,NW,ESP_003,2019 W06,5,Product
4107,NW,ESP_004,2019 W06,4,Product
4108,NW,ESP_005,2019 W06,2,Product
4109,NW,ESP_006,2019 W06,7,Product
4110,NW,ESP_007,2019 W06,2,Product
4111,NW,ESP_008,2019 W06,2,Product
4112,NW,PROD_001,2019 W07,33,Product
4113,NW,PROD_002,2019 W07,40,Product
4114,NW,PROD_003,2019 W07,43,Product
4115,NW,PROD_004,2019 W07,34,Product
4116,NW,PROD_005,2019 W07,14,Product
4117,NW,PROD_006,2019 W07,15,Product
4118,NW,PROD_007,2019 W07,12,Product
4119,NW,PROD_008,2019 W07,14,Product
4120,NW,ESP_001,2019 W07,4,Warranty
4121,NW,ESP_002,2019 W07,3,Warranty
4122,NW,ESP_003,2019 W07,6,Warranty
4123,NW,ESP_004,2019 W07,3,Warranty
4124,NW,ESP_005,2019 W07,2,Warranty
4125,NW,ESP_006,2019 W07,4,Warranty
4126,NW,ESP_007,2019 W07,1,Warranty
4127,NW,ESP_008,2019 W07,2,Warranty
4128,NW,PROD_001,2019 W08,34,Warranty
4129,NW,PROD_002,2019 W08,40,Warranty
4130,NW,PROD_003,2019 W08,29,Warranty
4131,NW,PROD_004,2019 W08,33,Warranty
4132,NW,PROD_005,2019 W08,29,Warranty
4133,NW,PROD_006,2019 W08,30,Warranty
4134,NW,PROD_007,2019 W08,18,Warranty
4135,NW,PROD_008,2019 W08,20,Warranty
4136,NW,ESP_001,2019 W08,3,Warranty
4137,NW,ESP_002,2019 W08,2,Warranty
4138,NW,ESP_003,2019 W08,4,Warranty
4139,NW,ESP_004,2019 W08,2,Warranty
4140,NW,ESP_005,2019 W08,3,Warranty
4141,NW,ESP_006,2019 W08,7,Warranty
4142,NW,ESP_007,2019 W08,1,Warranty
4143,NW,ESP_008,2019 W08,2,Warranty
4144,NW,PROD_001,2019 W09,27,Warranty
4145,NW,PROD_002,2019 W09,37,Warranty
4146,NW,PROD_003,2019 W09,30,Warranty
4147,NW,PROD_004,2019 W09,37,Warranty
4148,NW,PROD_005,2019 W09,13,Warranty
4149,NW,PROD_006,2019 W09,23,Warranty
4150,NW,PROD_007,2019 W09,11,Warranty
4151,NW,PROD_008,2019 W09,16,Warranty
4152,NW,ESP_001,2019 W09,2,Warranty
4153,NW,ESP_002,2019 W09,2,Warranty
4154,NW,ESP_003,2019 W09,3,Warranty
4155,NW,ESP_004,2019 W09,2,Warranty
4156,NW,ESP_005,2019 W09,1,Warranty
4157,NW,ESP_006,2019 W09,5,Warranty
4158,NW,ESP_007,2019 W09,1,Warranty
4159,NW,ESP_008,2019 W09,1,Warranty
4160,NW,PROD_001,2020 W00,31,Product
4161,NW,PROD_002,2020 W00,32,Product
4162,NW,PROD_003,2020 W00,36,Product
4163,NW,PROD_004,2020 W00,25,Product
4164,NW,PROD_005,2020 W00,18,Product
4165,NW,PROD_006,2020 W00,15,Product
4166,NW,PROD_007,2020 W00,16,Product
4167,NW,PROD_008,2020 W00,9,Product
4168,NW,ESP_001,2020 W00,0,Product
4169,NW,ESP_002,2020 W00,0,Product
4170,NW,ESP_003,2020 W00,0,Product
4171,NW,ESP_004,2020 W00,0,Product
4172,NW,ESP_005,2020 W00,0,Product
4173,NW,ESP_006,2020 W00,1,Product
4174,NW,ESP_007,2020 W00,0,Product
4175,NW,ESP_008,2020 W00,0,Product
4176,NW,PROD_001,2020 W01,35,Product
4177,NW,PROD_002,2020 W01,34,Product
4178,NW,PROD_003,2020 W01,33,Product
4179,NW,PROD_004,2020 W01,37,Product
4180,NW,PROD_005,2020 W01,26,Product
4181,NW,PROD_006,2020 W01,26,Product
4182,NW,PROD_007,2020 W01,17,Product
4183,NW,PROD_008,2020 W01,13,Product
4184,NW,ESP_001,2020 W01,1,Product
4185,NW,ESP_002,2020 W01,0,Product
4186,NW,ESP_003,2020 W01,1,Product
4187,NW,ESP_004,2020 W01,0,Product
4188,NW,ESP_005,2020 W01,0,Product
4189,NW,ESP_006,2020 W01,3,Product
4190,NW,ESP_007,2020 W01,0,Product
4191,NW,ESP_008,2020 W01,0,Product
4192,NW,PROD_001,2020 W10,36,Product
4193,NW,PROD_002,2020 W10,38,Product
4194,NW,PROD_003,2020 W10,43,Product
4195,NW,PROD_004,2020 W10,37,Product
4196,NW,PROD_005,2020 W10,21,Product
4197,NW,PROD_006,2020 W10,24,Product
4198,NW,PROD_007,2020 W10,17,Product
4199,NW,PROD_008,2020 W10,15,Product
4200,NW,ESP_001,2020 W10,3,Warranty
4201,NW,ESP_002,2020 W10,1,Warranty
4202,NW,ESP_003,2020 W10,4,Warranty
4203,NW,ESP_004,2020 W10,2,Warranty
4204,NW,ESP_005,2020 W10,2,Warranty
4205,NW,ESP_006,2020 W10,5,Warranty
4206,NW,ESP_007,2020 W10,1,Warranty
4207,NW,ESP_008,2020 W10,1,Warranty
4208,NW,PROD_001,2020 W11,27,Warranty
4209,NW,PROD_002,2020 W11,23,Warranty
4210,NW,PROD_003,2020 W11,46,Warranty
4211,NW,PROD_004,2020 W11,20,Warranty
4212,NW,PROD_005,2020 W11,32,Warranty
4213,NW,PROD_006,2020 W11,24,Warranty
4214,NW,PROD_007,2020 W11,18,Warranty
4215,NW,PROD_008,2020 W11,20,Warranty
4216,NW,ESP_001,2020 W11,2,Warranty
4217,NW,ESP_002,2020 W11,0,Warranty
4218,NW,ESP_003,2020 W11,3,Warranty
4219,NW,ESP_004,2020 W11,1,Warranty
4220,NW,ESP_005,2020 W11,3,Warranty
4221,NW,ESP_006,2020 W11,5,Warranty
4222,NW,ESP_007,2020 W11,1,Warranty
4223,NW,ESP_008,2020 W11,1,Warranty
4224,NW,PROD_001,2020 W12,39,Warranty
4225,NW,PROD_002,2020 W12,41,Warranty
4226,NW,PROD_003,2020 W12,36,Warranty
4227,NW,PROD_004,2020 W12,41,Warranty
4228,NW,PROD_005,2020 W12,21,Warranty
4229,NW,PROD_006,2020 W12,19,Warranty
4230,NW,PROD_007,2020 W12,11,Warranty
4231,NW,PROD_008,2020 W12,12,Warranty
4232,NW,ESP_001,2020 W12,2,Warranty
4233,NW,ESP_002,2020 W12,0,Warranty
4234,NW,ESP_003,2020 W12,2,Warranty
4235,NW,ESP_004,2020 W12,1,Warranty
4236,NW,ESP_005,2020 W12,2,Warranty
4237,NW,ESP_006,2020 W12,4,Warranty
4238,NW,ESP_007,2020 W12,0,Warranty
4239,NW,ESP_008,2020 W12,1,Warranty
4240,NW,PROD_001,2020 W13,43,Product
4241,NW,PROD_002,2020 W13,29,Product
4242,NW,PROD_003,2020 W13,28,Product
4243,NW,PROD_004,2020 W13,40,Product
4244,NW,PROD_005,2020 W13,17,Product
4245,NW,PROD_006,2020 W13,26,Product
4246,NW,PROD_007,2020 W13,16,Product
4247,NW,PROD_008,2020 W13,11,Product
4248,NW,ESP_001,2020 W13,3,Product
4249,NW,ESP_002,2020 W13,1,Product
4250,NW,ESP_003,2020 W13,2,Product
4251,NW,ESP_004,2020 W13,2,Product
4252,NW,ESP_005,2020 W13,2,Product
4253,NW,ESP_006,2020 W13,5,Product
4254,NW,ESP_007,2020 W13,1,Product
4255,NW,ESP_008,2020 W13,1,Product
4256,NW,PROD_001,2020 W14,33,Product
4257,NW,PROD_002,2020 W14,39,Product
4258,NW,PROD_003,2020 W14,27,Product
4259,NW,PROD_004,2020 W14,39,Product
4260,NW,PROD_005,2020 W14,29,Product
4261,NW,PROD_006,2020 W14,19,Product
4262,NW,PROD_007,2020 W14,15,Product
4263,NW,PROD_008,2020 W14,20,Product
4264,NW,ESP_001,2020 W14,3,Product
4265,NW,ESP_002,2020 W14,1,Product
4266,NW,ESP_003,2020 W14,3,Product
4267,NW,ESP_004,2020 W14,2,Product
4268,NW,ESP_005,2020 W14,3,Product
4269,NW,ESP_006,2020 W14,4,Product
4270,NW,ESP_007,2020 W14,1,Product
4271,NW,ESP_008,2020 W14,2,Product
4272,NW,PROD_001,2020 W15,47,Product
4273,NW,PROD_002,2020 W15,38,Product
4274,NW,PROD_003,2020 W15,44,Product
4275,NW,PROD_004,2020 W15,38,Product
4276,NW,PROD_005,2020 W15,20,Product
4277,NW,PROD_006,2020 W15,16,Product
4278,NW,PROD_007,2020 W15,18,Product
4279,NW,PROD_008,2020 W15,17,Product
4280,NW,ESP_001,2020 W15,5,Warranty
4281,NW,ESP_002,2020 W15,2,Warranty
4282,NW,ESP_003,2020 W15,5,Warranty
4283,NW,ESP_004,2020 W15,3,Warranty
4284,NW,ESP_005,2020 W15,2,Warranty
4285,NW,ESP_006,2020 W15,4,Warranty
4286,NW,ESP_007,2020 W15,2,Warranty
4287,NW,ESP_008,2020 W15,2,Warranty
4288,NW,PROD_001,2020 W16,43,Warranty
4289,NW,PROD_002,2020 W16,35,Warranty
4290,NW,PROD_003,2020 W16,32,Warranty
4291,NW,PROD_004,2020 W16,34,Warranty
4292,NW,PROD_005,2020 W16,20,Warranty
4293,NW,PROD_006,2020 W16,20,Warranty
4294,NW,PROD_007,2020 W16,23,Warranty
4295,NW,PROD_008,2020 W16,18,Warranty
4296,NW,ESP_001,2020 W16,5,Warranty
4297,NW,ESP_002,2020 W16,3,Warranty
4298,NW,ESP_003,2020 W16,4,Warranty
4299,NW,ESP_004,2020 W16,4,Warranty
4300,NW,ESP_005,2020 W16,3,Warranty
4301,NW,ESP_006,2020 W16,5,Warranty
4302,NW,ESP_007,2020 W16,3,Warranty
4303,NW,ESP_008,2020 W16,2,Warranty
4304,NW,PROD_001,2020 W17,34,Warranty
4305,NW,PROD_002,2020 W17,31,Warranty
4306,NW,PROD_003,2020 W17,32,Warranty
4307,NW,PROD_004,2020 W17,32,Warranty
4308,NW,PROD_005,2020 W17,23,Warranty
4309,NW,PROD_006,2020 W17,23,Warranty
4310,NW,PROD_007,2020 W17,22,Warranty
4311,NW,PROD_008,2020 W17,24,Warranty
4312,NW,ESP_001,2020 W17,5,Warranty
4313,NW,ESP_002,2020 W17,2,Warranty
4314,NW,ESP_003,2020 W17,4,Warranty
4315,NW,ESP_004,2020 W17,4,Warranty
4316,NW,ESP_005,2020 W17,3,Warranty
4317,NW,ESP_006,2020 W17,6,Warranty
4318,NW,ESP_007,2020 W17,3,Warranty
4319,NW,ESP_008,2020 W17,3,Warranty
4320,NW,PROD_001,2020 W18,43,Product
4321,NW,PROD_002,2020 W18,44,Product
4322,NW,PROD_003,2020 W18,39,Product
4323,NW,PROD_004,2020 W18,41,Product
4324,NW,PROD_005,2020 W18,20,Product
4325,NW,PROD_006,2020 W18,20,Product
4326,NW,PROD_007,2020 W18,23,Product
4327,NW,PROD_008,2020 W18,15,Product
4328,NW,ESP_001,2020 W18,6,Product
4329,NW,ESP_002,2020 W18,4,Product
4330,NW,ESP_003,2020 W18,5,Product
4331,NW,ESP_004,2020 W18,5,Product
4332,NW,ESP_005,2020 W18,3,Product
4333,NW,ESP_006,2020 W18,5,Product
4334,NW,ESP_007,2020 W18,3,Product
4335,NW,ESP_008,2020 W18,2,Product
4336,NW,PROD_001,2020 W19,40,Product
4337,NW,PROD_002,2020 W19,28,Product
4338,NW,PROD_003,2020 W19,32,Product
4339,NW,PROD_004,2020 W19,30,Product
4340,NW,PROD_005,2020 W19,27,Product
4341,NW,PROD_006,2020 W19,9,Product
4342,NW,PROD_007,2020 W19,13,Product
4343,NW,PROD_008,2020 W19,19,Product
4344,NW,ESP_001,2020 W19,6,Product
4345,NW,ESP_002,2020 W19,2,Product
4346,NW,ESP_003,2020 W19,4,Product
4347,NW,ESP_004,2020 W19,4,Product
4348,NW,ESP_005,2020 W19,4,Product
4349,NW,ESP_006,2020 W19,2,Product
4350,NW,ESP_007,2020 W19,2,Product
4351,NW,ESP_008,2020 W19,3,Product
4352,NW,PROD_001,2020 W02,29,Product
4353,NW,PROD_002,2020 W02,46,Product
4354,NW,PROD_003,2020 W02,40,Product
4355,NW,PROD_004,2020 W02,42,Product
4356,NW,PROD_005,2020 W02,12,Product
4357,NW,PROD_006,2020 W02,11,Product
4358,NW,PROD_007,2020 W02,12,Product
4359,NW,PROD_008,2020 W02,15,Product
4360,NW,ESP_001,2020 W02,1,Warranty
4361,NW,ESP_002,2020 W02,1,Warranty
4362,NW,ESP_003,2020 W02,1,Warranty
4363,NW,ESP_004,2020 W02,1,Warranty
4364,NW,ESP_005,2020 W02,0,Warranty
4365,NW,ESP_006,2020 W02,2,Warranty
4366,NW,ESP_007,2020 W02,0,Warranty
4367,NW,ESP_008,2020 W02,0,Warranty
4368,NW,PROD_001,2020 W20,36,Warranty
4369,NW,PROD_002,2020 W20,30,Warranty
4370,NW,PROD_003,2020 W20,36,Warranty
4371,NW,PROD_004,2020 W20,40,Warranty
4372,NW,PROD_005,2020 W20,20,Warranty
4373,NW,PROD_006,2020 W20,13,Warranty
4374,NW,PROD_007,2020 W20,23,Warranty
4375,NW,PROD_008,2020 W20,23,Warranty
4376,NW,ESP_001,2020 W20,6,Warranty
4377,NW,ESP_002,2020 W20,2,Warranty
4378,NW,ESP_003,2020 W20,5,Warranty
4379,NW,ESP_004,2020 W20,6,Warranty
4380,NW,ESP_005,2020 W20,3,Warranty
4381,NW,ESP_006,2020 W20,4,Warranty
4382,NW,ESP_007,2020 W20,3,Warranty
4383,NW,ESP_008,2020 W20,3,Warranty
4384,NW,PROD_001,2020 W21,35,Warranty
4385,NW,PROD_002,2020 W21,38,Warranty
4386,NW,PROD_003,2020 W21,39,Warranty
4387,NW,PROD_004,2020 W21,36,Warranty
4388,NW,PROD_005,2020 W21,30,Warranty
4389,NW,PROD_006,2020 W21,23,Warranty
4390,NW,PROD_007,2020 W21,22,Warranty
4391,NW,PROD_008,2020 W21,20,Warranty
4392,NW,ESP_001,2020 W21,6,Warranty
4393,NW,ESP_002,2020 W21,4,Warranty
4394,NW,ESP_003,2020 W21,6,Warranty
4395,NW,ESP_004,2020 W21,6,Warranty
4396,NW,ESP_005,2020 W21,6,Warranty
4397,NW,ESP_006,2020 W21,7,Warranty
4398,NW,ESP_007,2020 W21,3,Warranty
4399,NW,ESP_008,2020 W21,3,Warranty
4400,NW,PROD_001,2020 W22,36,Product
4401,NW,PROD_002,2020 W22,34,Product
4402,NW,PROD_003,2020 W22,31,Product
4403,NW,PROD_004,2020 W22,31,Product
4404,NW,PROD_005,2020 W22,29,Product
4405,NW,PROD_006,2020 W22,28,Product
4406,NW,PROD_007,2020 W22,24,Product
4407,NW,PROD_008,2020 W22,26,Product
4408,NW,ESP_001,2020 W22,7,Product
4409,NW,ESP_002,2020 W22,4,Product
4410,NW,ESP_003,2020 W22,5,Product
4411,NW,ESP_004,2020 W22,6,Product
4412,NW,ESP_005,2020 W22,6,Product
4413,NW,ESP_006,2020 W22,9,Product
4414,NW,ESP_007,2020 W22,4,Product
4415,NW,ESP_008,2020 W22,5,Product
4416,NW,PROD_001,2020 W23,41,Product
4417,NW,PROD_002,2020 W23,42,Product
4418,NW,PROD_003,2020 W23,25,Product
4419,NW,PROD_004,2020 W23,33,Product
4420,NW,PROD_005,2020 W23,33,Product
4421,NW,PROD_006,2020 W23,27,Product
4422,NW,PROD_007,2020 W23,35,Product
4423,NW,PROD_008,2020 W23,23,Product
4424,NW,ESP_001,2020 W23,9,Product
4425,NW,ESP_002,2020 W23,7,Product
4426,NW,ESP_003,2020 W23,5,Product
4427,NW,ESP_004,2020 W23,7,Product
4428,NW,ESP_005,2020 W23,8,Product
4429,NW,ESP_006,2020 W23,9,Product
4430,NW,ESP_007,2020 W23,6,Product
4431,NW,ESP_008,2020 W23,5,Product
4432,NW,PROD_001,2020 W24,35,Product
4433,NW,PROD_002,2020 W24,29,Product
4434,NW,PROD_003,2020 W24,33,Product
4435,NW,PROD_004,2020 W24,28,Product
4436,NW,PROD_005,2020 W24,43,Product
4437,NW,PROD_006,2020 W24,26,Product
4438,NW,PROD_007,2020 W24,23,Product
4439,NW,PROD_008,2020 W24,34,Product
4440,NW,ESP_001,2020 W24,8,Warranty
4441,NW,ESP_002,2020 W24,5,Warranty
4442,NW,ESP_003,2020 W24,7,Warranty
4443,NW,ESP_004,2020 W24,6,Warranty
4444,NW,ESP_005,2020 W24,11,Warranty
4445,NW,ESP_006,2020 W24,9,Warranty
4446,NW,ESP_007,2020 W24,5,Warranty
4447,NW,ESP_008,2020 W24,8,Warranty
4448,NW,PROD_001,2020 W25,30,Warranty
4449,NW,PROD_002,2020 W25,20,Warranty
4450,NW,PROD_003,2020 W25,22,Warranty
4451,NW,PROD_004,2020 W25,22,Warranty
4452,NW,PROD_005,2020 W25,31,Warranty
4453,NW,PROD_006,2020 W25,27,Warranty
4454,NW,PROD_007,2020 W25,24,Warranty
4455,NW,PROD_008,2020 W25,25,Warranty
4456,NW,ESP_001,2020 W25,7,Warranty
4457,NW,ESP_002,2020 W25,4,Warranty
4458,NW,ESP_003,2020 W25,5,Warranty
4459,NW,ESP_004,2020 W25,5,Warranty
